t # 0
v 0 0
v 1 1
v 2 2
v 3 0
v 4 0
v 5 0
v 6 0
v 7 0
v 8 0
v 9 0
v 10 0
v 11 3
v 12 0
v 13 4
v 14 5
v 15 6
v 16 2
v 17 2
v 18 6
v 19 6
v 20 6
v 21 7
v 22 6
v 23 6
v 24 5
v 25 6
v 26 6
v 27 6
v 28 1
v 29 8
v 30 7
v 31 5
v 32 1
v 33 1
v 34 6
v 35 1
v 36 9
v 37 7
e 334 393 0
e 334 505 0
e 336 505 0
e 337 505 0
e 338 392 0
e 339 505 0
e 339 492 0
e 339 513 0
e 340 505 0
e 343 457 0
e 343 393 0
e 345 434 0
e 345 505 0
e 346 505 0
e 346 394 0
e 347 505 0
e 347 394 0
e 348 503 0
e 348 506 0
e 348 469 0
e 349 505 0
e 349 513 0
e 349 395 0
e 349 396 0
e 350 492 0
e 350 397 0
e 350 428 0
e 351 473 0
e 351 505 0
e 352 429 0
e 352 398 0
e 352 399 0
e 353 400 0
e 354 401 0
e 354 505 0
e 355 483 0
e 356 402 0
e 356 431 0
e 356 448 0
e 356 456 0
e 356 403 0
e 357 492 0
e 357 497 0
e 358 505 0
e 358 527 0
e 359 404 0
e 360 405 0
e 360 406 0
e 361 407 0
e 361 432 0
e 363 408 0
e 366 491 0
e 366 469 0
e 366 485 0
e 367 409 0
e 368 411 0
e 368 499 0
e 368 504 0
e 368 452 0
e 368 469 0
e 368 492 0
e 368 442 0
e 368 479 0
e 368 463 0
e 368 410 0
e 369 411 0
e 369 500 0
e 369 504 0
e 369 452 0
e 369 469 0
e 369 492 0
e 369 443 0
e 369 479 0
e 369 463 0
e 369 412 0
e 373 457 0
e 373 452 0
e 376 505 0
e 377 453 0
e 379 413 0
e 380 469 0
e 380 414 0
e 381 415 0
e 384 549 0
e 384 416 0
e 384 469 0
e 386 417 0
e 386 444 0
e 386 418 0
e 386 505 0
e 390 419 0
e 393 469 0
e 393 473 0
e 393 420 0
e 393 457 0
e 393 421 0
e 393 533 0
e 393 517 0
e 393 505 0
e 393 532 0
e 393 537 0
e 393 521 0
e 393 422 0
e 393 452 0
e 393 423 0
e 394 505 0
e 394 424 0
e 395 492 0
e 395 505 0
e 395 513 0
e 395 454 0
e 395 425 0
e 395 426 0
e 395 447 0
e 395 469 0
e 395 427 0
e 397 492 0
e 397 428 0
e 398 429 0
e 399 429 0
e 402 458 0
e 402 430 0
e 402 455 0
e 402 448 0
e 403 462 0
e 403 449 0
e 403 459 0
e 403 431 0
e 403 456 0
e 405 469 0
e 406 469 0
e 407 432 0
e 409 433 0
e 409 505 0
e 409 546 0
e 409 469 0
e 409 434 0
e 409 543 0
e 409 457 0
e 409 435 0
e 409 436 0
e 409 437 0
e 409 516 0
e 409 451 0
e 409 463 0
e 409 438 0
e 409 439 0
e 409 440 0
e 409 441 0
e 410 442 0
e 410 469 0
e 410 504 0
e 410 499 0
e 410 492 0
e 410 452 0
e 411 499 0
e 411 500 0
e 412 443 0
e 412 469 0
e 412 504 0
e 412 500 0
e 412 492 0
e 412 452 0
e 413 463 0
e 414 469 0
e 416 550 0
e 416 539 0
e 416 469 0
e 417 444 0
e 418 444 0
e 422 445 0
e 422 446 0
e 422 505 0
e 422 532 0
e 422 537 0
e 422 517 0
e 425 454 0
e 425 447 0
e 426 447 0
e 426 454 0
e 427 492 0
e 427 469 0
e 428 492 0
e 430 458 0
e 430 455 0
e 430 448 0
e 431 462 0
e 431 449 0
e 431 459 0
e 431 456 0
e 433 505 0
e 434 505 0
e 434 492 0
e 434 450 0
e 438 492 0
e 438 463 0
e 438 451 0
e 438 469 0
e 440 505 0
e 441 505 0
e 442 469 0
e 442 504 0
e 442 492 0
e 442 463 0
e 442 452 0
e 442 499 0
e 443 469 0
e 443 504 0
e 443 492 0
e 443 463 0
e 443 452 0
e 443 500 0
e 445 537 0
e 446 505 0
e 446 532 0
e 446 537 0
e 446 517 0
e 446 453 0
e 447 454 0
e 448 458 0
e 448 455 0
e 449 459 0
e 449 462 0
e 449 456 0
e 451 492 0
e 451 463 0
e 451 469 0
e 452 457 0
e 452 492 0
e 452 469 0
e 452 481 0
e 452 463 0
e 453 505 0
e 453 532 0
e 453 517 0
e 453 538 0
e 455 458 0
e 456 462 0
e 456 459 0
e 457 475 0
e 457 469 0
e 457 505 0
e 457 492 0
e 457 476 0
e 457 464 0
e 457 498 0
e 457 484 0
e 457 536 0
e 457 542 0
e 457 463 0
e 457 460 0
e 457 461 0
e 457 510 0
e 457 519 0
e 459 462 0
e 460 476 0
e 460 463 0
e 461 464 0
e 463 501 0
e 463 493 0
e 463 492 0
e 463 546 0
e 463 543 0
e 463 469 0
e 463 505 0
e 463 472 0
e 463 489 0
e 463 479 0
e 463 499 0
e 463 500 0
e 463 467 0
e 463 481 0
e 463 476 0
e 463 504 0
e 463 519 0
e 463 465 0
e 463 466 0
e 463 516 0
e 465 472 0
e 465 492 0
e 465 505 0
e 465 467 0
e 465 471 0
e 466 503 0
e 466 468 0
e 466 493 0
e 466 469 0
e 466 492 0
e 466 470 0
e 467 492 0
e 467 505 0
e 467 516 0
e 467 471 0
e 467 472 0
e 469 492 0
e 469 493 0
e 469 473 0
e 469 536 0
e 469 474 0
e 469 524 0
e 469 541 0
e 469 475 0
e 469 476 0
e 469 477 0
e 469 490 0
e 469 496 0
e 469 478 0
e 469 501 0
e 469 503 0
e 469 542 0
e 469 495 0
e 469 499 0
e 469 504 0
e 469 479 0
e 469 480 0
e 469 500 0
e 469 505 0
e 469 535 0
e 469 481 0
e 469 523 0
e 469 506 0
e 469 482 0
e 469 491 0
e 469 550 0
e 469 549 0
e 469 510 0
e 469 528 0
e 469 552 0
e 469 518 0
e 469 483 0
e 469 484 0
e 469 485 0
e 469 539 0
e 469 546 0
e 469 486 0
e 469 545 0
e 469 534 0
e 469 547 0
e 470 503 0
e 470 493 0
e 471 492 0
e 471 505 0
e 471 516 0
e 472 492 0
e 473 487 0
e 478 524 0
e 478 492 0
e 479 488 0
e 479 492 0
e 479 504 0
e 479 499 0
e 479 500 0
e 481 489 0
e 482 490 0
e 483 503 0
e 484 542 0
e 484 492 0
e 485 491 0
e 486 492 0
e 486 495 0
e 491 505 0
e 492 505 0
e 492 493 0
e 492 494 0
e 492 495 0
e 492 496 0
e 492 497 0
e 492 498 0
e 492 542 0
e 492 499 0
e 492 540 0
e 492 545 0
e 492 549 0
e 492 550 0
e 492 551 0
e 492 547 0
e 492 552 0
e 492 534 0
e 492 500 0
e 492 524 0
e 492 501 0
e 492 502 0
e 492 539 0
e 492 523 0
e 493 503 0
e 499 504 0
e 500 504 0
e 502 505 0
e 502 540 0
e 502 545 0
e 502 549 0
e 502 550 0
e 502 551 0
e 502 547 0
e 502 552 0
e 502 534 0
e 502 523 0
e 502 539 0
e 503 506 0
e 505 507 0
e 505 508 0
e 505 509 0
e 505 536 0
e 505 510 0
e 505 511 0
e 505 541 0
e 505 512 0
e 505 513 0
e 505 527 0
e 505 530 0
e 505 514 0
e 505 515 0
e 505 516 0
e 505 547 0
e 505 540 0
e 505 545 0
e 505 549 0
e 505 550 0
e 505 552 0
e 505 551 0
e 505 517 0
e 505 537 0
e 505 546 0
e 505 518 0
e 505 519 0
e 505 520 0
e 505 521 0
e 505 522 0
e 505 539 0
e 505 532 0
e 505 534 0
e 505 523 0
e 505 524 0
e 505 525 0
e 505 526 0
e 508 527 0
e 510 542 0
e 510 536 0
e 510 528 0
e 511 529 0
e 514 530 0
e 517 531 0
e 517 537 0
e 517 538 0
e 517 532 0
e 518 546 0
e 521 533 0
e 523 534 0
e 523 550 0
e 523 539 0
e 523 552 0
e 524 541 0
e 524 535 0
e 528 536 0
e 532 537 0
e 532 538 0
e 534 551 0
e 534 552 0
e 534 549 0
e 534 550 0
e 534 545 0
e 534 547 0
e 534 539 0
e 534 540 0
e 535 541 0
e 536 542 0
e 537 546 0
e 537 543 0
e 538 544 0
e 539 550 0
e 539 552 0
e 539 547 0
e 539 551 0
e 539 549 0
e 540 549 0
e 540 550 0
e 540 551 0
e 540 552 0
e 540 547 0
e 540 548 0
e 540 545 0
e 543 546 0
e 545 549 0
e 545 550 0
e 545 552 0
e 545 551 0
e 545 547 0
e 545 548 0
e 547 552 0
e 547 549 0
e 547 550 0
e 547 551 0
e 549 550 0
e 549 552 0
e 549 551 0
e 550 551 0
e 550 552 0
e 551 552 0
t # 21
v 0 12
v 1 13
v 2 14
v 3 13
v 4 13
v 5 3
v 6 1
v 7 13
v 8 13
v 9 13
v 10 3
v 11 15
v 12 0
v 13 11
v 14 13
v 15 0
v 16 13
v 17 13
v 18 6
v 19 3
v 20 12
v 21 3
v 22 13
v 23 12
v 24 13
v 25 13
v 26 11
v 27 4
v 28 3
v 29 3
v 30 3
v 31 18
v 32 12
v 33 4
v 34 2
v 35 3
v 36 4
v 37 13
v 38 18
v 39 8
v 40 13
v 41 11
v 42 4
v 43 13
v 44 13
v 45 0
v 46 13
v 47 13
v 48 13
v 49 2
v 50 0
v 51 3
v 52 2
v 53 26
v 54 2
v 55 0
v 56 3
v 57 13
v 58 6
v 59 0
v 60 23
v 61 13
v 62 6
v 63 11
v 64 4
v 65 7
v 66 7
v 67 13
v 68 0
v 69 13
v 70 11
v 71 13
v 72 3
v 73 13
v 74 6
v 75 13
v 76 0
v 77 14
v 78 13
v 79 3
v 80 3
v 81 13
v 82 13
v 83 3
v 84 11
v 85 3
v 86 13
v 87 1
v 88 12
v 89 13
v 90 3
v 91 0
v 92 0
v 93 13
v 94 13
v 95 13
v 96 11
v 97 0
v 98 13
v 99 13
v 100 12
v 101 0
v 102 11
v 103 34
v 104 0
v 105 13
v 106 6
v 107 12
v 108 13
v 109 21
v 110 0
v 111 0
v 112 3
v 113 13
v 114 6
v 115 0
v 116 20
v 117 0
v 118 2
v 119 21
v 120 0
v 121 13
v 122 13
v 123 8
v 124 0
v 125 13
v 126 18
v 127 17
v 128 0
v 129 3
v 130 12
v 131 3
v 132 2
v 133 15
v 134 6
v 135 30
v 136 28
v 137 14
v 138 13
v 139 6
v 140 13
v 141 2
v 142 6
v 143 3
v 144 13
v 145 20
v 146 2
v 147 18
v 148 0
v 149 4
v 150 6
v 151 3
v 152 2
v 153 3
v 154 0
v 155 17
v 156 13
v 157 4
v 158 0
v 159 13
v 160 12
v 161 1
v 162 2
v 163 1
v 164 12
v 165 13
v 166 15
v 167 2
v 168 26
v 169 0
v 170 13
v 171 13
v 172 9
v 173 10
v 174 13
v 175 13
v 176 2
v 177 9
v 178 18
v 179 2
v 180 13
v 181 26
v 182 14
v 183 1
v 184 16
v 185 14
v 186 11
v 187 2
v 188 4
v 189 4
v 190 13
v 191 22
v 192 13
v 193 0
v 194 13
v 195 26
v 196 8
v 197 18
v 198 17
v 199 2
v 200 12
v 201 13
v 202 12
v 203 28
v 204 13
v 205 13
v 206 13
v 207 19
v 208 6
v 209 13
v 210 6
v 211 4
v 212 4
v 213 13
v 214 3
v 215 14
v 216 25
v 217 23
v 218 2
v 219 13
v 220 13
v 221 14
v 222 1
v 223 0
v 224 13
v 225 22
v 226 6
v 227 2
v 228 2
v 229 14
v 230 0
v 231 19
v 232 17
v 233 18
v 234 13
v 235 15
v 236 13
v 237 13
v 238 14
v 239 25
v 240 23
v 241 2
v 242 6
v 243 2
v 244 2
v 245 6
v 246 2
v 247 14
v 248 14
v 249 0
v 250 6
v 251 13
v 252 1
v 253 6
v 254 13
v 255 6
v 256 8
v 257 6
v 258 13
v 259 13
v 260 1
v 261 13
v 262 13
v 263 15
v 264 4
v 265 15
v 266 13
v 267 13
v 268 7
v 269 4
v 270 7
v 271 13
v 272 11
v 273 13
v 274 25
v 275 13
v 276 13
v 277 14
v 278 13
v 279 2
v 280 0
v 281 13
v 282 14
v 283 0
v 284 13
v 285 4
v 286 15
v 287 13
v 288 13
v 289 6
v 290 6
v 291 15
v 292 13
v 293 2
v 294 14
v 295 14
v 296 25
v 297 14
v 298 0
v 299 17
v 300 13
v 301 13
v 302 6
v 303 13
v 304 4
v 305 0
v 306 13
v 307 13
v 308 13
v 309 1
v 310 1
v 311 2
v 312 6
v 313 13
v 314 13
v 315 13
v 316 13
v 317 21
v 318 13
v 319 2
v 320 0
v 321 0
v 322 21
v 323 4
v 324 6
v 325 0
v 326 26
v 327 35
v 328 2
v 329 2
v 330 13
v 331 6
v 332 13
v 333 4
v 334 4
v 335 6
v 336 3
v 337 0
v 338 13
v 339 13
v 340 15
v 341 4
v 342 6
v 343 13
v 344 14
v 345 13
v 346 9
v 347 14
v 348 13
v 349 14
v 350 12
v 351 13
v 352 4
v 353 13
v 354 17
v 355 13
v 356 4
v 357 13
v 358 6
v 359 13
v 360 15
v 361 18
v 362 13
v 363 14
v 364 9
v 365 4
v 366 14
v 367 9
v 368 21
v 369 13
v 370 13
v 371 13
v 372 17
v 373 25
v 374 28
v 375 15
v 376 30
v 377 0
v 378 2
v 379 2
v 380 20
v 381 13
v 382 13
v 383 13
v 384 13
v 385 13
v 386 3
v 387 34
v 388 6
v 389 6
v 390 13
v 391 14
v 392 12
v 393 1
v 394 28
v 395 13
v 396 33
v 397 13
v 398 25
v 399 14
v 400 17
v 401 4
v 402 13
v 403 14
v 404 14
v 405 12
v 406 9
v 407 6
v 408 13
v 409 13
v 410 13
v 411 13
v 412 13
v 413 21
v 414 3
v 415 4
v 416 6
v 417 14
v 418 13
v 419 15
v 420 13
v 421 6
v 422 13
v 423 13
v 424 13
v 425 15
v 426 13
v 427 13
v 428 14
v 429 4
v 430 4
v 431 15
v 432 14
v 433 14
v 434 17
v 435 9
v 436 18
v 437 13
v 438 13
v 439 13
v 440 13
v 441 14
v 442 25
v 443 14
v 444 17
v 445 4
v 446 12
v 447 14
v 448 11
v 449 0
v 450 16
v 451 14
v 452 21
v 453 7
v 454 4
v 455 13
v 456 17
v 457 13
v 458 14
v 459 14
v 460 4
v 461 4
v 462 18
v 463 4
v 464 14
v 465 1
v 466 14
v 467 14
v 468 18
v 469 4
v 470 14
v 471 8
v 472 4
v 473 4
v 474 4
v 475 14
v 476 13
v 477 18
v 478 13
v 479 14
v 480 14
v 481 0
v 482 13
v 483 13
v 484 13
v 485 4
v 486 13
v 487 13
v 488 13
v 489 7
v 490 11
v 491 13
v 492 13
v 493 14
v 494 1
v 495 14
v 496 14
v 497 13
v 498 13
v 499 21
v 500 13
v 501 15
v 502 14
v 503 13
v 504 15
v 505 13
v 506 7
v 507 17
v 508 18
v 509 27
v 510 7
v 511 17
v 512 17
v 513 13
v 514 13
v 515 17
v 516 15
v 517 13
v 518 16
v 519 28
v 520 14
v 521 13
v 522 14
v 523 13
v 524 13
e 1 391 0
e 1 417 0
e 1 344 0
e 1 196 0
e 2 214 0
e 2 265 0
e 2 435 0
e 2 290 0
e 2 285 0
e 3 351 0
e 3 355 0
e 3 271 0
e 3 144 0
e 3 339 0
e 3 214 0
e 4 454 0
e 4 381 0
e 4 369 0
e 4 383 0
e 4 370 0
e 4 214 0
e 4 180 0
e 4 169 0
e 4 315 0
e 4 316 0
e 5 226 0
e 5 279 0
e 5 214 0
e 5 118 0
e 5 353 0
e 6 119 0
e 7 214 0
e 8 236 0
e 8 214 0
e 9 454 0
e 9 204 0
e 9 471 0
e 9 185 0
e 9 278 0
e 9 492 0
e 9 196 0
e 9 214 0
e 10 364 0
e 10 454 0
e 10 214 0
e 10 300 0
e 12 158 0
e 12 196 0
e 13 214 0
e 13 454 0
e 14 214 0
e 15 191 0
e 15 173 0
e 15 174 0
e 15 120 0
e 16 369 0
e 16 454 0
e 16 121 0
e 17 214 0
e 17 454 0
e 17 303 0
e 17 122 0
e 18 382 0
e 18 409 0
e 19 123 0
e 19 231 0
e 20 314 0
e 21 124 0
e 21 342 0
e 21 214 0
e 21 389 0
e 21 244 0
e 22 454 0
e 22 472 0
e 22 264 0
e 24 454 0
e 24 214 0
e 25 500 0
e 25 170 0
e 25 125 0
e 26 454 0
e 26 436 0
e 26 126 0
e 27 127 0
e 28 464 0
e 28 487 0
e 28 193 0
e 28 176 0
e 28 128 0
e 29 509 0
e 29 499 0
e 29 214 0
e 29 377 0
e 29 406 0
e 29 129 0
e 29 325 0
e 30 293 0
e 30 214 0
e 31 454 0
e 31 468 0
e 32 130 0
e 33 487 0
e 34 214 0
e 34 329 0
e 34 379 0
e 34 223 0
e 34 131 0
e 35 454 0
e 35 214 0
e 36 258 0
e 36 214 0
e 36 177 0
e 36 132 0
e 36 178 0
e 37 359 0
e 37 292 0
e 37 133 0
e 37 214 0
e 39 318 0
e 39 134 0
e 40 214 0
e 41 135 0
e 42 308 0
e 42 447 0
e 42 491 0
e 42 454 0
e 42 450 0
e 42 503 0
e 42 136 0
e 42 469 0
e 42 430 0
e 43 137 0
e 44 454 0
e 44 214 0
e 45 454 0
e 45 464 0
e 45 163 0
e 46 180 0
e 46 267 0
e 46 138 0
e 47 214 0
e 47 180 0
e 47 194 0
e 48 488 0
e 48 465 0
e 48 454 0
e 48 402 0
e 48 366 0
e 49 453 0
e 49 139 0
e 49 214 0
e 50 225 0
e 50 214 0
e 51 214 0
e 52 188 0
e 52 198 0
e 52 165 0
e 53 155 0
e 53 183 0
e 54 454 0
e 54 453 0
e 55 454 0
e 55 140 0
e 56 141 0
e 56 142 0
e 56 214 0
e 56 245 0
e 56 179 0
e 56 143 0
e 57 214 0
e 58 214 0
e 58 397 0
e 58 271 0
e 58 144 0
e 58 290 0
e 58 145 0
e 59 214 0
e 59 454 0
e 60 418 0
e 61 214 0
e 62 477 0
e 62 454 0
e 62 146 0
e 63 195 0
e 63 454 0
e 63 499 0
e 64 297 0
e 64 362 0
e 64 401 0
e 65 147 0
e 66 454 0
e 66 468 0
e 66 489 0
e 67 454 0
e 67 473 0
e 67 269 0
e 68 148 0
e 68 454 0
e 68 214 0
e 68 180 0
e 68 276 0
e 69 212 0
e 69 211 0
e 70 272 0
e 70 350 0
e 70 418 0
e 70 195 0
e 70 395 0
e 70 425 0
e 70 443 0
e 70 213 0
e 70 428 0
e 70 431 0
e 70 214 0
e 70 429 0
e 70 181 0
e 70 149 0
e 70 212 0
e 70 211 0
e 70 209 0
e 71 376 0
e 71 524 0
e 71 523 0
e 71 521 0
e 71 324 0
e 72 150 0
e 72 280 0
e 72 214 0
e 72 208 0
e 72 151 0
e 73 524 0
e 73 214 0
e 73 521 0
e 74 512 0
e 74 499 0
e 74 214 0
e 74 152 0
e 75 214 0
e 75 444 0
e 76 214 0
e 76 255 0
e 78 214 0
e 78 180 0
e 79 153 0
e 79 214 0
e 79 386 0
e 80 154 0
e 80 331 0
e 80 214 0
e 80 196 0
e 80 454 0
e 80 228 0
e 81 214 0
e 82 454 0
e 82 450 0
e 82 214 0
e 82 277 0
e 82 430 0
e 83 414 0
e 83 386 0
e 83 336 0
e 83 214 0
e 84 468 0
e 84 490 0
e 84 183 0
e 84 155 0
e 85 214 0
e 86 370 0
e 86 454 0
e 86 156 0
e 87 184 0
e 87 510 0
e 87 157 0
e 88 480 0
e 88 495 0
e 88 430 0
e 88 493 0
e 88 496 0
e 88 200 0
e 88 475 0
e 88 446 0
e 89 488 0
e 89 465 0
e 89 454 0
e 89 402 0
e 89 366 0
e 89 305 0
e 91 185 0
e 91 158 0
e 92 454 0
e 92 214 0
e 93 422 0
e 93 426 0
e 93 412 0
e 93 159 0
e 94 160 0
e 95 161 0
e 96 227 0
e 96 228 0
e 96 214 0
e 97 330 0
e 97 162 0
e 97 187 0
e 98 214 0
e 99 163 0
e 100 214 0
e 100 164 0
e 101 432 0
e 101 214 0
e 101 430 0
e 102 243 0
e 102 244 0
e 102 214 0
e 103 418 0
e 104 470 0
e 104 390 0
e 104 343 0
e 104 214 0
e 105 188 0
e 105 198 0
e 105 165 0
e 106 365 0
e 106 304 0
e 107 189 0
e 107 166 0
e 108 214 0
e 108 266 0
e 108 180 0
e 109 520 0
e 110 167 0
e 111 454 0
e 111 214 0
e 111 168 0
e 112 169 0
e 113 214 0
e 113 413 0
e 113 385 0
e 114 384 0
e 114 410 0
e 115 190 0
e 115 170 0
e 116 171 0
e 117 172 0
e 118 214 0
e 118 226 0
e 120 173 0
e 120 199 0
e 120 191 0
e 120 174 0
e 122 214 0
e 123 175 0
e 123 231 0
e 124 342 0
e 125 500 0
e 125 455 0
e 125 484 0
e 125 514 0
e 125 513 0
e 125 482 0
e 125 497 0
e 126 454 0
e 126 450 0
e 126 367 0
e 128 193 0
e 128 176 0
e 129 509 0
e 129 499 0
e 129 214 0
e 129 377 0
e 129 406 0
e 129 325 0
e 131 214 0
e 131 196 0
e 132 499 0
e 132 507 0
e 132 177 0
e 132 430 0
e 132 517 0
e 132 178 0
e 134 318 0
e 136 499 0
e 136 454 0
e 136 450 0
e 136 503 0
e 136 491 0
e 136 469 0
e 138 180 0
e 139 453 0
e 139 214 0
e 140 454 0
e 141 214 0
e 142 214 0
e 143 242 0
e 143 179 0
e 143 214 0
e 143 245 0
e 145 214 0
e 145 454 0
e 145 290 0
e 145 397 0
e 146 477 0
e 146 454 0
e 148 180 0
e 148 454 0
e 149 350 0
e 149 418 0
e 149 195 0
e 149 395 0
e 149 425 0
e 149 443 0
e 149 213 0
e 149 428 0
e 149 431 0
e 149 429 0
e 149 181 0
e 149 214 0
e 149 211 0
e 150 214 0
e 151 311 0
e 151 214 0
e 151 208 0
e 151 205 0
e 152 512 0
e 152 499 0
e 152 214 0
e 154 331 0
e 155 468 0
e 155 182 0
e 155 453 0
e 155 183 0
e 155 436 0
e 157 184 0
e 157 510 0
e 158 185 0
e 158 196 0
e 159 412 0
e 159 214 0
e 159 422 0
e 159 302 0
e 160 214 0
e 160 454 0
e 160 499 0
e 160 440 0
e 160 430 0
e 160 296 0
e 160 287 0
e 160 510 0
e 160 521 0
e 160 505 0
e 160 361 0
e 160 314 0
e 160 186 0
e 162 330 0
e 162 187 0
e 164 454 0
e 164 214 0
e 164 289 0
e 165 188 0
e 165 198 0
e 166 189 0
e 168 454 0
e 168 214 0
e 169 214 0
e 169 454 0
e 169 369 0
e 169 315 0
e 170 190 0
e 170 497 0
e 170 500 0
e 170 514 0
e 170 513 0
e 170 483 0
e 173 496 0
e 173 191 0
e 173 199 0
e 174 430 0
e 174 449 0
e 174 200 0
e 174 451 0
e 174 496 0
e 174 192 0
e 176 193 0
e 177 454 0
e 177 430 0
e 177 507 0
e 177 258 0
e 177 517 0
e 179 242 0
e 179 214 0
e 180 214 0
e 180 381 0
e 180 266 0
e 180 383 0
e 180 499 0
e 180 261 0
e 180 472 0
e 180 232 0
e 180 348 0
e 180 473 0
e 180 282 0
e 180 194 0
e 180 281 0
e 180 284 0
e 180 276 0
e 181 214 0
e 181 213 0
e 181 209 0
e 181 201 0
e 181 418 0
e 181 195 0
e 181 395 0
e 181 425 0
e 181 443 0
e 181 428 0
e 181 431 0
e 181 429 0
e 183 468 0
e 184 510 0
e 185 454 0
e 185 278 0
e 185 196 0
e 186 361 0
e 186 499 0
e 186 454 0
e 186 436 0
e 186 520 0
e 186 430 0
e 186 400 0
e 186 467 0
e 186 296 0
e 186 197 0
e 186 214 0
e 188 198 0
e 190 497 0
e 190 513 0
e 190 514 0
e 190 483 0
e 191 199 0
e 192 430 0
e 192 449 0
e 192 200 0
e 192 451 0
e 192 496 0
e 194 499 0
e 194 214 0
e 195 214 0
e 195 213 0
e 195 209 0
e 195 201 0
e 195 430 0
e 195 272 0
e 195 350 0
e 195 418 0
e 195 202 0
e 195 425 0
e 195 443 0
e 195 428 0
e 195 431 0
e 195 395 0
e 195 212 0
e 195 429 0
e 195 454 0
e 195 211 0
e 195 206 0
e 196 273 0
e 196 214 0
e 196 207 0
e 196 288 0
e 196 203 0
e 196 352 0
e 196 262 0
e 196 454 0
e 196 492 0
e 196 356 0
e 196 351 0
e 196 231 0
e 196 355 0
e 196 471 0
e 196 204 0
e 196 278 0
e 196 228 0
e 196 331 0
e 196 210 0
e 196 205 0
e 197 454 0
e 197 520 0
e 197 430 0
e 197 467 0
e 197 436 0
e 197 400 0
e 200 214 0
e 200 449 0
e 200 451 0
e 200 430 0
e 200 496 0
e 201 214 0
e 201 272 0
e 201 350 0
e 201 418 0
e 201 425 0
e 201 443 0
e 201 213 0
e 201 428 0
e 201 431 0
e 201 206 0
e 201 395 0
e 201 212 0
e 201 429 0
e 201 211 0
e 201 209 0
e 202 395 0
e 204 471 0
e 204 278 0
e 204 492 0
e 204 454 0
e 205 214 0
e 205 231 0
e 205 207 0
e 205 208 0
e 205 311 0
e 206 430 0
e 206 272 0
e 206 209 0
e 206 350 0
e 206 418 0
e 206 395 0
e 206 214 0
e 206 425 0
e 206 211 0
e 206 212 0
e 206 443 0
e 206 213 0
e 206 428 0
e 206 431 0
e 206 429 0
e 207 214 0
e 207 231 0
e 207 210 0
e 208 214 0
e 209 214 0
e 209 350 0
e 209 418 0
e 209 395 0
e 209 425 0
e 209 443 0
e 209 213 0
e 209 428 0
e 209 431 0
e 209 429 0
e 209 211 0
e 209 212 0
e 210 214 0
e 210 454 0
e 211 418 0
e 211 443 0
e 211 213 0
e 211 428 0
e 211 431 0
e 211 429 0
e 211 425 0
e 211 395 0
e 211 214 0
e 211 350 0
e 211 212 0
e 212 418 0
e 212 395 0
e 212 425 0
e 212 443 0
e 212 213 0
e 212 428 0
e 212 431 0
e 212 429 0
e 212 350 0
e 212 272 0
e 212 214 0
e 213 214 0
e 213 431 0
e 213 443 0
e 214 430 0
e 214 499 0
e 214 454 0
e 214 401 0
e 214 215 0
e 214 216 0
e 214 217 0
e 214 476 0
e 214 218 0
e 214 219 0
e 214 371 0
e 214 372 0
e 214 220 0
e 214 364 0
e 214 511 0
e 214 221 0
e 214 346 0
e 214 222 0
e 214 329 0
e 214 223 0
e 214 224 0
e 214 399 0
e 214 494 0
e 214 478 0
e 214 436 0
e 214 450 0
e 214 433 0
e 214 403 0
e 214 367 0
e 214 225 0
e 214 226 0
e 214 227 0
e 214 228 0
e 214 229 0
e 214 396 0
e 214 230 0
e 214 231 0
e 214 232 0
e 214 434 0
e 214 435 0
e 214 404 0
e 214 233 0
e 214 508 0
e 214 467 0
e 214 234 0
e 214 235 0
e 214 236 0
e 214 237 0
e 214 338 0
e 214 238 0
e 214 239 0
e 214 240 0
e 214 509 0
e 214 440 0
e 214 510 0
e 214 373 0
e 214 241 0
e 214 388 0
e 214 335 0
e 214 242 0
e 214 243 0
e 214 244 0
e 214 245 0
e 214 246 0
e 214 413 0
e 214 247 0
e 214 423 0
e 214 424 0
e 214 447 0
e 214 248 0
e 214 249 0
e 214 250 0
e 214 412 0
e 214 432 0
e 214 349 0
e 214 376 0
e 214 524 0
e 214 452 0
e 214 462 0
e 214 251 0
e 214 252 0
e 214 253 0
e 214 340 0
e 214 351 0
e 214 391 0
e 214 254 0
e 214 463 0
e 214 255 0
e 214 256 0
e 214 392 0
e 214 257 0
e 214 517 0
e 214 258 0
e 214 506 0
e 214 393 0
e 214 259 0
e 214 363 0
e 214 260 0
e 214 261 0
e 214 262 0
e 214 490 0
e 214 360 0
e 214 263 0
e 214 453 0
e 214 488 0
e 214 330 0
e 214 459 0
e 214 264 0
e 214 472 0
e 214 354 0
e 214 512 0
e 214 357 0
e 214 265 0
e 214 460 0
e 214 411 0
e 214 266 0
e 214 420 0
e 214 419 0
e 214 361 0
e 214 267 0
e 214 337 0
e 214 387 0
e 214 355 0
e 214 377 0
e 214 406 0
e 214 518 0
e 214 268 0
e 214 505 0
e 214 269 0
e 214 473 0
e 214 448 0
e 214 415 0
e 214 375 0
e 214 385 0
e 214 449 0
e 214 470 0
e 214 444 0
e 214 270 0
e 214 271 0
e 214 522 0
e 214 272 0
e 214 350 0
e 214 418 0
e 214 425 0
e 214 443 0
e 214 428 0
e 214 431 0
e 214 395 0
e 214 429 0
e 214 339 0
